,community,id,members,attendAsembly,memOrg,income,monthInstall,primaryEd,secondaryEd,owner,yearsInHome,control,treatNoBonus,treatBonus,waterScarce,waterOK,houseType,age,numShowers,numSinks,numKitchen,showerTime,showerFreq,sinkTime,sinkFreq,kitchenTime,maxInstall,numInstalled,cleanShower,cleanKitchen,cleanSink,leaks,savings,sameFamily,totalDisadopt,partialDisadopt,noDisadopt,meanUsage,perCapitaUsage,kitchenExpectation,sinkExpectation,showerExpectation,cleanSum
521,32.0,32078.0,2.0,0.0,0.0,,7.0,1.0,0.0,1.0,50.0,0.0,0.0,1.0,1.0,0.0,1.0,79.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,18.017543859649123,9.008771929824562,,,,3.0
525,32.0,32082.0,6.0,1.0,0.0,3.0,7.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,22.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,23.31578947368421,3.8859649122807016,,,,0.0
526,32.0,32083.0,5.0,1.0,0.0,2.0,7.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,43.0,1.0,0.0,1.0,2.0,3.0,,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0,8.76923076923077,1.753846153846154,,,,0.0
528,32.0,32085.0,3.0,0.0,0.0,5.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,40.0,0.0,1.0,1.0,,,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,9.385964912280702,3.128654970760234,2.0,2.0,,2.0
530,32.0,32089.0,4.0,0.0,0.0,2.0,7.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,23.0,1.0,1.0,1.0,,,,,,3.0,2.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0,23.564102564102566,5.891025641025641,,,,0.0
531,32.0,32090.0,7.0,1.0,0.0,2.0,7.0,1.0,0.0,1.0,38.0,0.0,0.0,1.0,1.0,0.0,1.0,58.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0,26.649122807017545,3.8070175438596494,,,,0.0
536,32.0,32096.0,4.0,1.0,0.0,,7.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,35.0,1.0,0.0,0.0,3.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,18.771929824561404,4.692982456140351,,,,0.0
543,32.0,32103.0,10.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,24.208333333333332,2.4208333333333334,,,,0.0
544,32.0,32104.0,3.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,15.403508771929825,5.1345029239766085,,,,3.0
545,32.0,32105.0,3.0,1.0,1.0,3.0,7.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,90.0,0.0,1.0,1.0,,,3.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,17.42105263157895,5.80701754385965,,,,2.0
550,32.0,32110.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,60.0,0.0,1.0,0.0,1.0,0.0,1.0,88.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0,11.701754385964913,5.850877192982456,,,,3.0
551,32.0,32111.0,4.0,1.0,0.0,,7.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,29.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,17.333333333333332,4.333333333333333,,,,1.0
553,32.0,32113.0,2.0,0.0,0.0,4.0,7.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,67.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0,11.153846153846153,5.576923076923077,,,,0.0
556,32.0,32116.0,4.0,0.0,0.0,,7.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,41.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,15.771929824561404,3.942982456140351,,,,1.0
557,32.0,32117.0,4.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,50.0,0.0,0.0,1.0,1.0,0.0,1.0,74.0,1.0,0.0,1.0,2.0,3.0,,,3.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0,33.824561403508774,8.456140350877194,,,,0.0
565,32.0,32127.0,4.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,25.0,1.0,0.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0,21.140350877192983,5.285087719298246,,,,2.0
580,32.0,32142.0,4.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,44.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,24.92982456140351,6.232456140350878,,,,2.0
583,32.0,32145.0,2.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,34.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,15.894736842105264,7.947368421052632,,,,0.0
587,32.0,32153.0,5.0,1.0,0.0,,7.0,0.0,0.0,1.0,0.4166666567325592,0.0,0.0,1.0,1.0,0.0,1.0,47.0,2.0,0.0,1.0,2.0,3.0,,,3.0,3.0,3.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1,,,,,,2.0
591,35.0,35004.0,7.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,,2.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,0,54.26315789473684,7.7518796992481205,,5.0,5.0,2.0
593,35.0,35006.0,6.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,2.0,0.0,2.0,1.0,3.0,,,3.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,49.24561403508772,8.207602339181287,2.0,,2.0,2.0
595,35.0,35008.0,5.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,2.0,0.0,0.0,3.0,3.0,,,,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,35.36842105263158,7.0736842105263165,,,9.0,1.0
596,35.0,35009.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,35.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,29.526315789473685,5.905263157894737,4.0,5.0,3.0,3.0
600,35.0,35013.0,5.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0,33.98245614035088,6.796491228070176,2.0,2.0,2.0,0.0
601,35.0,35014.0,10.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,40.0,0.0,0.0,1.0,0.0,0.0,2.0,64.0,0.0,1.0,1.0,,,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,49.80701754385965,4.980701754385965,2.0,2.0,,2.0
608,35.0,35021.0,4.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0,27.56140350877193,6.890350877192983,4.5,6.0,3.5,2.0
609,35.0,35022.0,5.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,59.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1,26.210526315789473,5.242105263157894,5.6,6.6,5.6,3.0
614,35.0,35027.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,53.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1,11.719298245614034,11.719298245614034,,,4.0,1.0
615,35.0,35028.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,1.0,0.0,1.0,2.0,3.0,,,3.0,2.0,2.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1,57.7,28.85,3.5,,3.6000000000000005,1.0
617,35.0,35031.0,3.0,1.0,1.0,5.0,5.0,1.0,0.0,1.0,43.0,0.0,1.0,0.0,0.0,0.0,1.0,68.0,0.0,2.0,1.0,,,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,32.10526315789474,10.701754385964913,5.0,5.3999999999999995,,0.0
619,35.0,35034.0,4.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,25.0,1.0,0.0,1.0,,,,,,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,16.596491228070175,4.149122807017544,,,,0.0
623,35.0,35039.0,3.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1,69.36842105263158,23.12280701754386,6.0,,5.0,1.0
626,35.0,35042.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,19.0,6.333333333333333,5.0,5.0,5.0,3.0
627,35.0,35045.0,4.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,51.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,15.894736842105264,3.973684210526316,,,7.0,1.0
628,35.0,35046.0,7.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,31.789473684210527,4.541353383458647,5.0,,5.0,0.0
629,35.0,35047.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,26.0,1.0,0.0,1.0,,,,,,2.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0,20.46,6.82,,,,0.0
631,35.0,35049.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1,28.42105263157895,5.684210526315789,3.8000000000000003,3.8000000000000003,3.8000000000000003,0.0
632,35.0,35050.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,48.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,24.614035087719298,4.922807017543859,5.0,,9.0,1.0
642,35.0,35060.0,11.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,38.280701754385966,3.4800637958532694,4.0,4.0,4.0,3.0
643,35.0,35061.0,3.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,34.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0,15.36,5.12,2.7,3.5,4.4,2.0
647,35.0,35065.0,3.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,0.0,1.0,1.0,,,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1,15.631578947368421,5.2105263157894735,5.8,5.8,,2.0
649,35.0,35067.0,6.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,0.6666666865348816,0.0,0.0,1.0,0.0,0.0,1.0,64.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,27.3,4.55,3.0,3.0,6.0,2.0
650,35.0,35068.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,2.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0,49.89473684210526,24.94736842105263,,,6.6,1.0
652,35.0,35070.0,5.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0,27.403508771929825,5.480701754385965,2.0,,2.0,2.0
653,35.0,35071.0,7.0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0,32.59649122807018,4.656641604010026,2.5,,2.0,2.0
654,35.0,35072.0,4.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,38.0,0.0,0.0,1.0,0.0,0.0,1.0,61.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,45.01754385964912,11.25438596491228,2.0,2.0,2.0,3.0
658,35.0,35077.0,6.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0,34.40350877192982,5.73391812865497,2.0,,2.0,2.0
667,35.0,35086.0,4.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0,18.789473684210527,4.697368421052632,2.0,2.0,2.0,2.0
668,35.0,35087.0,4.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,47.92982456140351,11.982456140350877,,,5.0,1.0
671,35.0,35090.0,6.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0,28.385964912280702,4.730994152046784,,,4.0,1.0
672,35.0,35091.0,3.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,61.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0,29.80701754385965,9.935672514619883,5.0,,7.0,2.0
673,35.0,35092.0,5.0,1.0,0.0,3.0,5.0,1.0,1.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,59.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0,33.78947368421053,6.757894736842106,3.5,,3.5,0.0
675,35.0,35094.0,4.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0,39.421052631578945,9.855263157894736,,,3.0,1.0
676,35.0,35095.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,33.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,28.0,7.0,,,6.0,1.0
677,35.0,35096.0,4.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,38.0,0.0,1.0,0.0,0.0,0.0,1.0,66.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,36.14035087719298,9.035087719298245,8.0,5.2,3.2,3.0
678,35.0,35097.0,5.0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,30.280701754385966,6.056140350877193,5.0,5.0,5.0,3.0
682,35.0,35101.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0,30.68421052631579,7.671052631578948,3.5,3.5,2.0,0.0
683,35.0,35102.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,73.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,20.385964912280702,6.795321637426901,8.0,7.0,4.0,3.0
684,35.0,35103.0,5.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,0,36.64912280701754,7.329824561403508,5.5,5.5,5.5,3.0
687,35.0,35106.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,30.0,1.0,0.0,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,15.12280701754386,15.12280701754386,,,,0.0
695,35.0,35114.0,3.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,1,21.087719298245613,7.029239766081871,,5.0,5.0,2.0
696,35.0,35115.0,3.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0,15.087719298245615,5.029239766081871,2.0,,4.0,2.0
698,35.0,35117.0,5.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,23.07017543859649,4.614035087719298,3.4,4.6,5.4,3.0
700,35.0,35119.0,4.0,1.0,0.0,5.0,5.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1,72.42105263157895,18.105263157894736,5.0,,5.0,1.0
705,35.0,35124.0,5.0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,0.0,1.0,1.0,,,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0,54.280701754385966,10.856140350877194,2.0,3.4,,2.0
706,35.0,35125.0,9.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1,46.578947368421055,5.175438596491229,4.0,6.0,5.4,3.0
707,35.0,35126.0,3.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,0.0,1.0,1.0,,,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,21.964912280701753,7.321637426900584,4.0,4.0,,2.0
712,35.0,35131.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,15.368421052631579,5.12280701754386,2.0,2.0,2.0,3.0
716,35.0,35135.0,7.0,1.0,0.0,4.0,5.0,0.0,0.0,1.0,60.0,0.0,1.0,0.0,0.0,0.0,1.0,75.0,0.0,1.0,1.0,,,3.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,44.526315789473685,6.360902255639098,5.0,5.0,,2.0
719,35.0,35139.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,2.0,58.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,26.666666666666668,8.88888888888889,3.0,,3.0,2.0
729,35.0,35149.0,8.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,59.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,39.43859649122807,4.9298245614035086,2.0,2.0,2.0,3.0
732,35.0,35152.0,4.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,54.70175438596491,13.675438596491228,9.0,,9.0,1.0
738,35.0,35158.0,4.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,16.45614035087719,4.114035087719298,5.6,5.6,5.6,3.0
740,35.0,35160.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,56.0,0.0,0.0,1.0,0.0,0.0,1.0,74.0,1.0,0.0,1.0,2.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,9.36734693877551,3.122448979591837,5.0,,4.0,2.0
744,35.0,35164.0,5.0,0.0,1.0,3.0,5.0,1.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,19.087719298245613,3.8175438596491227,4.0,4.0,2.0,0.0
745,35.0,35165.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.8333333134651184,0.0,0.0,1.0,0.0,0.0,3.0,20.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,19.09090909090909,3.1818181818181817,,,,0.0
747,35.0,35167.0,5.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,31.157894736842106,6.231578947368421,3.0,,3.0,2.0
748,35.0,35168.0,6.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1,24.666666666666668,4.111111111111112,,,3.0,0.0
750,35.0,35170.0,4.0,0.0,1.0,3.0,5.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,20.42105263157895,5.105263157894737,4.2,4.2,5.2,3.0
752,35.0,35172.0,5.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,29.789473684210527,5.957894736842105,7.0,,5.0,1.0
